paper_id,paper_title,task_index,category,task,answer,proxy_eligibility,constraint_codes
100,Predictive Modeling with Temporal Graphical Representation on Electronic Health Records,4,Model Evaluation,"Implement the ""visit-level precision@k"" evaluation metric. This metric is used to assess a model's performance in predicting the set of diagnosis codes for a patient's next visit.

      **Definition:**
      Visit-level precision at \( k \) is defined as the number of correctly predicted medical codes within the top \( k \) predictions, normalized by the smaller of two values: \( k \) or the total number of true medical codes for that visit.

      **Formula:**
      For a single visit, let \( \hat{Y}_k \) be the set of the top \( k \) predicted codes and \( Y \) be the set of true codes. The precision is:
      \[ \text{Precision@k} = \frac{|\hat{Y}_k \cap Y|}{\min(k, |Y|)} \]

      Your task is to write a function `calculate_precision_at_k(predicted_codes, true_codes, k)` that takes a list of top-k predicted codes, a list of true codes, and the integer \( k \), and returns the visit-level precision@k score for that single instance.

      **Example 1:**
      - `predicted_codes` = ['A', 'B', 'C']
      - `true_codes` = ['B', 'D']
      - `k` = 3
      - Intersection: {'B'} (size 1)
      - `min(k, |Y|)` = `min(3, 2)` = 2
      - Result: \( 1 / 2 = 0.5 \)

      **Example 2:**
      - `predicted_codes` = ['X', 'Y', 'Z', 'W', 'V']
      - `true_codes` = ['Y', 'Z', 'W', 'P', 'Q', 'R']
      - `k` = 5
      - Intersection: {'Y', 'Z', 'W'} (size 3)
      - `min(k, |Y|)` = `min(5, 6)` = 5
      - Result: \( 3 / 5 = 0.6 \)

      After implementing the function, state the reported visit-level Precision@30 for the proposed TRANS model on the CCAE dataset.","On the CCAE dataset, the TRANS model achieves a visit-level Precision@30 of \( 92.82 \pm 0.06 \). This high score indicates that, on average, the model's top 30 predicted diagnosis codes capture over 92% of the true diagnoses for the next visit, demonstrating strong performance on a dataset with long patient histories.",proxy_candidate,paper_metric_only
100,Predictive Modeling with Temporal Graphical Representation on Electronic Health Records,5,Result Analysis,"A graph explainer module was used to identify which medical events were most influential in predicting a specific disease for a patient cohort. The target disease was Chronic Obstructive Pulmonary Disease (COPD). The explainer analyzed the patient graphs of all COPD patients and calculated the average importance of all other diagnosis codes in predicting the COPD outcome.

      The following list contains some of the diagnoses identified as most important by the explainer:
      - J45 - Asthma
      - I10 - Essential hypertension
      - F32 - Major depressive disorder
      - J06 - Acute upper respiratory infections
      - E78 - Disorders of lipoprotein metabolism
      - J20 - Acute bronchitis
      - F17 - Nicotine dependence

      Your task is to group these identified diagnoses into logical, high-level disease categories based on clinical knowledge. Present your answer as a set of categories, with the relevant diagnoses listed under each.","The identified diagnoses can be grouped into the following clinical categories:

      **Respiratory System Diseases**
      *   J06 - Acute upper respiratory infections
      *   J20 - Acute bronchitis
      *   J45 - Asthma

      **Mental and behavioral disorders**
      *   F32 - Major depressive disorder
      *   F17 - Nicotine dependence

      **Circulatory System Diseases**
      *   I10 - Essential hypertension
      *   E78 - Disorders of lipoprotein metabolism

      **Interpretation:** The ability of the model's explainer to identify these specific conditions is significant. Asthma, bronchitis, and hypertension are well-established clinical comorbidities and risk factors for COPD. This result demonstrates that the model is not a ""black box"" but has learned medically relevant patterns, increasing its trustworthiness and potential for clinical decision support.",proxy_candidate,paper_metric_only
101,Multi TA Multilevel Temporal Augmentation for Robust Septic Shock Early Prediction,2,Model Implementation,"Implement a function to prepare an input sequence for a temporality-injected BERT model (t-BERT) from a temporally abstracted patient trajectory.

      The input is a patient trajectory, which is a list of abstracted events. Each event is a list of string tokens (e.g., `[""Systolic BP=H"", ""Temperature=N""]`) and has an associated timestamp representing the midpoint of its time interval.

      The function must generate a single flat list of tokens according to the following rules:
      1.  Start the sequence with a special classification token `[CLS]`.
      2.  Process each abstracted event in temporal order.
      3.  For each event, append its list of tokens to the main sequence. After all tokens for an event are appended, add a separator token `[SEP]`.
      4.  Between the `[SEP]` token of one event and the first token of the *next* event, insert a special time gap token `[t-HR]`. The value `t` must be the time difference in hours between the midpoints of the two consecutive event intervals.

      For example, if Event 1 (midpoint at 0.5h) has tokens `['A', 'B']` and Event 2 (midpoint at 2.5h) has tokens `['C', 'D']`, the time gap is `2.0` hours. The resulting sequence should be: `['[CLS]', 'A', 'B', '[SEP]', '[2.0-HR]', 'C', 'D', '[SEP]']`.","The significance of this input format lies in the explicit encoding of temporal information. By introducing the `[t-HR]` token, the model can directly learn from the irregular time intervals between clinical measurements. These time gaps are not random; they often reflect clinical decisions and changes in patient state, providing crucial context for understanding disease progression that would otherwise be lost.",reject,implementation_only
101,Multi TA Multilevel Temporal Augmentation for Robust Septic Shock Early Prediction,3,Model Implementation,"Implement the token selection mechanism for a ""Constrained Worst-Case Data Transformation"" algorithm. This algorithm identifies the most impactful tokens in a patient trajectory to modify for data augmentation.

      Your function must accept the following inputs:
      1.  A patient trajectory `x`, structured as a list of `n` events, where each event is a list of `l` tokens.
      2.  A transformation level `\(\theta \in [0, 1]\)`.
      3.  A pre-computed list of event-level contribution scores (e.g., from gradient attribution), one score per event.
      4.  A pre-computed list of token-level contribution scores (e.g., from attention weights relative to a `[CLS]` token) for each event.

      The function must perform a two-step selection process and return a list of `(event_index, token_index)` tuples for the tokens to be transformed:
      1.  **Event Selection:** Identify the top `\(\lceil \theta \times n \rceil\)` events with the highest contribution scores. Let `\(n\)` be the total number of events in the trajectory.
      2.  **Token Selection:** For each event selected in the previous step, identify the top `\(\lceil \theta \times l_i \rceil\)` tokens with the highest contribution scores within that event. Let `\(l_i\)` be the number of tokens in event `\(i\)`.

      The final output is the combined list of all `(event_index, token_index)` tuples identified in the token selection step.","A correct implementation of this algorithm should demonstrate a specific transformation pattern. When analyzing which time steps (events) are selected for transformation across a dataset, the distribution should be skewed towards the most recent events. If the most recent event index is 0, the next most recent is -1, and so on, the frequency of transformation should be highest for indices close to 0. This indicates the model correctly identifies that recent clinical data is often most predictive and thus most impactful to transform for creating challenging augmentation samples.",reject,implementation_only
101,Multi TA Multilevel Temporal Augmentation for Robust Septic Shock Early Prediction,4,Model Evaluation,"You are given the hypothetical results of a septic shock prediction model for a 48-hour early prediction task on the CCHS dataset. The model is a BERT-based architecture that incorporates time-gap information between clinical events (`t-BERT`). The results are provided from six independent experimental trials (e.g., three repetitions of two-fold cross-validation).

      For each of the six trials, you have a set of true binary labels (`0` for non-shock, `1` for shock) and the model's corresponding predicted probabilities for the positive class.

      Your task is to:
      1.  For each of the six trials, calculate the Area Under the Receiver Operating Characteristic Curve (AUC).
      2.  From the six resulting AUC scores, calculate the mean AUC and the standard deviation.
      3.  Report the final mean and standard deviation, rounded to three decimal places.","The calculated mean AUC should be \(0.900\) with a standard deviation of \(0.009\). This result is significant as it demonstrates high predictive performance even at a challenging 48-hour prediction window. It outperforms a standard BERT model (which achieved an AUC of \(0.830\)), validating the effectiveness of explicitly modeling the time intervals between clinical events to better capture the temporal dynamics of disease progression.",proxy_candidate,paper_metric_only
101,Multi TA Multilevel Temporal Augmentation for Robust Septic Shock Early Prediction,5,Data Augmentation Analysis,"You are tasked with analyzing the effect of data augmentation quantity on model performance. A data augmentation algorithm is integrated into a model's training loop. The algorithm is controlled by a sampling probability `\(p\)`, which determines the fraction of training batches that are augmented. For `\(p=0.0\)`, no augmentation is used. For `\(p=1.0\)`, every batch is augmented.

      You are given the final F1-scores of a septic shock prediction model trained with different values of `\(p\)`. The scores are as follows:
      *   `\(p=0.0\)`: F1-score = `0.822`
      *   `\(p=0.1\)`: F1-score = `0.834`
      *   `\(p=0.25\)`: F1-score = `0.825`
      *   `\(p=0.5\)`: F1-score = `0.819`
      *   `\(p=1.0\)`: F1-score = `0.811`

      Your task is to plot these results (F1-score vs. sampling probability `\(p\)`), identify the optimal value for `\(p\)` from the given data, and describe the observed trend.","The optimal sampling probability `\(p\)` is `0.1`, which yields the highest F1-score of `0.834`. The analysis shows that model performance does not monotonically increase with the quantity of augmented data. While a small amount of augmentation (`\(p=0.1\)`) improves performance over the baseline (`\(p=0.0\)`), adding excessive augmented data (`\(p \geq 0.25\)`) is detrimental and harms performance. This demonstrates that the quantity of augmentation must be carefully tuned, as simply adding more synthetic data does not guarantee a better model.",proxy_candidate,paper_metric_only
102,MediTab Scaling Medical Tabular Data Predictors via Data Consolidation Enrichment and Refinement,1,Data Refinement,"Your task is to implement a function that calculates the Data Shapley value for a given data point, which is used to audit the quality of pseudo-labeled data.
      
      Let \( \widetilde{\mathbf{T}} \) be a noisy supplementary dataset of size \( n \), where each sample is an instance \( i = (\mathbf{x}_i, \tilde{y}_i) \). Let \( V(\mathbf{S}) \) be a value function that returns a performance score (e.g., AUROC) of a predictor trained on a data subset \( \mathbf{S} \subseteq \widetilde{\mathbf{T}} \).
      
      The Data Shapley value \( \phi_i \) for a sample \( i \) is defined as:
      \[ \phi_{i} = C\sum_{\mathbf{S}\subseteq \widetilde{\mathbf{T}}\backslash \{i\}}\frac{V(\mathbf{S}\bigcup\{i\}) - V(\mathbf{S})}{\binom{n - 1}{|\mathbf{S}|}} \]
      where the summation is over all subsets of \( \widetilde{\mathbf{T}} \) that do not contain sample \( i \), \( |\cdot| \) is the size of the set, and \( C \) is an arbitrary normalization constant.
      
      Implement a function `calculate_shapley(i, T_tilde, value_function)` that computes \( \phi_i \). For this project, you can assume \( n \) is small enough for an exact calculation. Your implementation should iterate through all possible subsets \( \mathbf{S} \) of \( \widetilde{\mathbf{T}}\backslash \{i\} \), calculate the marginal contribution \( V(\mathbf{S}\bigcup\{i\}) - V(\mathbf{S}) \), weight it, and sum the results. You may set \( C=1 \).","This data auditing method, which uses Shapley values to filter a noisy supplementary dataset \( \widetilde{\mathbf{T}}_{\mathrm{sup}} \) into a cleaner dataset \( \mathbf{T}_{\mathrm{sup}} \), is a critical component of the overall framework. Its successful application is a key contributor to the final model achieving an average performance ranking of 1.57 across 7 patient outcome prediction datasets. This indicates that refining the enriched data is crucial for high performance.",proxy_candidate,paper_metric_only
102,MediTab Scaling Medical Tabular Data Predictors via Data Consolidation Enrichment and Refinement,3,Model Evaluation,"Your task is to implement and evaluate a zero-shot learning scenario for clinical trial outcome prediction. The goal is to predict outcomes for a trial phase that the model has never seen during its training.
      
      **Procedure:**
      1. You are given three datasets for clinical trial outcomes: Phase I, Phase II, and Phase III, along with a large external database of unlabeled trials.
      2. To evaluate zero-shot performance on the Phase II dataset, you must first create a supplementary training dataset \( \mathbf{T}_{\mathrm{sup}} \). This is done by training an initial model on the Phase I and Phase III datasets, using it to generate pseudo-labels for data from the external database, and then cleaning this pseudo-labeled data. Crucially, no data from the Phase II dataset is used in this process.
      3. Train a final predictive model solely on the cleaned supplementary data \( \mathbf{T}_{\mathrm{sup}} \).
      4. Evaluate this model directly on the test set of the Phase II dataset. The Phase II test set contains 1504 samples.
      5. Report the resulting Area Under the Receiver Operating Characteristic Curve (AUROC).
      6. For comparison, train a supervised XGBoost model on the Phase II training data (4317 samples) and evaluate it on the Phase II test set.
      7. Calculate the performance difference between your zero-shot model and the supervised XGBoost model.","The zero-shot model achieves an AUROC of 0.706 on the Phase II trial data. This is a 17.7% improvement over the supervised XGBoost baseline, which scored an AUROC of 0.600. This result is part of an average improvement of 17.2% across all three trial phases, demonstrating that the model can make highly accurate predictions for new, unseen types of tabular data without requiring any labels from that new domain.",proxy_candidate,paper_metric_only
102,MediTab Scaling Medical Tabular Data Predictors via Data Consolidation Enrichment and Refinement,4,Model Implementation,"Implement a two-stage training strategy for a tabular prediction model. This strategy involves a pre-training step on supplementary data followed by a fine-tuning step on the target data.
      
      **Procedure:**
      1.  Define a function or class that orchestrates the training process. It should accept two datasets: a supplementary dataset \( \mathbf{T}_{\mathrm{sup}} \) and a target task dataset \( \mathbf{T} \).
      2.  **Stage 1 (Pre-training):** Implement the logic to train a base model (e.g., a transformer-based classifier) exclusively on the supplementary dataset \( \mathbf{T}_{\mathrm{sup}} \). The model weights should be saved after this stage.
      3.  **Stage 2 (Fine-tuning):** Implement the logic to load the pre-trained model from Stage 1 and continue its training (fine-tune) using only the target task dataset \( \mathbf{T} \).
      
      To verify your implementation, you should be able to compare its performance against two other strategies:
      - **Scratch:** Training a model from random initialization using only the target dataset \( \mathbf{T} \).
      - **Augment:** Training a model from random initialization using the combined dataset \( \mathbf{T} \cup \mathbf{T}_{\mathrm{sup}} \).
      
      Your final output should be the model resulting from the two-stage ""finetune"" process.","When evaluated across 7 patient outcome datasets and 3 trial outcome datasets, the two-stage ""finetune"" strategy consistently achieves the best performance rank (lower is better). This demonstrates that pre-training on a broad set of related data and then specializing on the specific target data is a superior strategy to training from scratch or simply mixing all data together.",reject,implementation_only
102,MediTab Scaling Medical Tabular Data Predictors via Data Consolidation Enrichment and Refinement,5,Model Evaluation,"Your task is to replicate the supervised learning evaluation for the Phase III Clinical Trial Outcome prediction task. You will train a single, unified model and evaluate its performance on the Phase III test set.
      
      **Procedure:**
      1.  Prepare a consolidated training set by combining data from three sources: TOP Benchmark Phase I, Phase II, and Phase III trials, plus an external `ClinicalTrials.gov` database. All data should be converted into a unified text format.
      2.  Train a single predictive model on this entire consolidated training set.
      3.  Evaluate the trained model on the designated test set for the Phase III data.
      
      **Phase III Dataset Statistics:**
      - Total Trials: 4,576
      - Features: 6
      - Positive Class Ratio: 0.68
      - Train/Test Split: 3359 training samples / 1048 testing samples
      
      Report both the Area Under the Receiver Operating Characteristic Curve (AUROC) and the Area Under the Precision-Recall Curve (PRAUC) for your model on the Phase III test set.","The model achieves an AUROC of 0.734 and a PRAUC of 0.881 on the Phase III test set. This result outperforms all baselines, including the previous state-of-the-art model SPOT (AUROC 0.711, PRAUC 0.856), demonstrating the effectiveness of the data consolidation and enrichment approach for improving prediction in a high-stakes domain like late-stage clinical trials.",proxy_candidate,paper_metric_only
106,Hierarchical Attention Propagation for Healthcare,1,Model Implementation,"You are tasked with implementing the core mechanism of the Hierarchical Attention Propagation (HAP) model for learning medical concept embeddings from a hierarchical knowledge graph (a Directed Acyclic Graph, or DAG). The process involves two distinct propagation passes: bottom-up and top-down.

**Inputs:**
*   A set of initial embeddings \(\{\mathbf{g}_i\}\) for all nodes \(c_i\) in a DAG with \(L\) levels. Level 1 contains the root, and level \(L\) contains the leaves.
*   For each node \(c_i\), you are given its parent set \(P(i)\) and its child set \(C(i)\). By definition, a node is included in its own parent and child set, i.e., \(i \in P(i)\) and \(i \in C(i)\).

**Procedure:**
Your goal is to implement one full HAP cycle, which updates the embeddings \(\{\mathbf{g}_i\}\) in place.

**1. Bottom-Up Propagation:**
Iterate from level \(l = L\) up to level \(l=2\). For each node \(c_i\) at level \(l-1\), compute its new embedding by aggregating information from its children \(C(i)\), which are at level \(l\). The update rule is:
\[ \mathbf{g}_i^{\text{new}} = \sum_{j \in C(i)} \alpha_{ij}^{\text{bu}} \mathbf{g}_j^{\text{old}} \]
The attention weights \(\alpha_{ij}^{\text{bu}}\) are calculated using a specific attention function \(f_{\text{bu}}\) and a softmax normalization:
\[ \alpha_{ij}^{\text{bu}} = \frac{\exp(f_{\text{bu}}(\mathbf{g}_i^{\text{old}}, \mathbf{g}_j^{\text{old}}))}{\sum_{k \in C(i)} \exp(f_{\text{bu}}(\mathbf{g}_i^{\text{old}}, \mathbf{g}_k^{\text{old}}))} \]

**2. Top-Down Propagation:**
After the bottom-up pass is complete, iterate from level \(l = 1\) down to level \(l=L-1\). For each node \(c_i\) at level \(l+1\), update its embedding by aggregating information from its parents \(P(i)\), which are at level \(l\). The update rule is:
\[ \mathbf{g}_i^{\text{new}} = \sum_{j \in P(i)} \alpha_{ij}^{\text{td}} \mathbf{g}_j^{\text{old}} \]
The attention weights \(\alpha_{ij}^{\text{td}}\) are calculated using a separate attention function \(f_{\text{td}}\):
\[ \alpha_{ij}^{\text{td}} = \frac{\exp(f_{\text{td}}(\mathbf{g}_i^{\text{old}}, \mathbf{g}_j^{\text{old}}))}{\sum_{k \in P(i)} \exp(f_{\text{td}}(\mathbf{g}_i^{\text{old}}, \mathbf{g}_k^{\text{old}}))} \]

**Attention Function Architecture:**
Both \(f_{\text{bu}}\) and \(f_{\text{td}}\) are two-layer feed-forward networks with independent parameters. The architecture for an attention function \(f\) is:
\[ f(\mathbf{g}_a, \mathbf{g}_b) = \mathbf{u}_a^\top \tanh(\mathbf{W}_a \cdot \text{concat}(\mathbf{g}_a, \mathbf{g}_b) + \mathbf{b}_a) \]

**Parameter Dimensions:**
*   Node embedding dimension \(d_g\): \(\mathbf{g}_i \in \mathbb{R}^{400}\).
*   Attention hidden dimension \(d_a\): 100.
*   Attention weight matrix: \(\mathbf{W}_a \in \mathbb{R}^{100 \times 800}\).
*   Attention bias vector: \(\mathbf{b}_a \in \mathbb{R}^{100}\).
*   Attention context vector: \(\mathbf{u}_a \in \mathbb{R}^{100}\).","When implemented and evaluated on the MIMIC-III sequential diagnosis prediction task, the HAP model achieves an overall Accuracy@20 of \(0.3619 \pm 0.0027\). This result is superior to the Gram baseline (\(0.3591\)), demonstrating that HAP's hierarchical, two-pass propagation mechanism provides a more effective way to leverage ontology structure for representation learning.",reject,implementation_only|inaccessible_data|paper_metric_only
106,Hierarchical Attention Propagation for Healthcare,2,Model Implementation,"You are to implement the Graph-based Attention Model (Gram) for generating medical code embeddings from a knowledge hierarchy. This model computes a final embedding for a leaf node by attending over its ancestors.

**Inputs:**
*   A set of initial ""basic"" embeddings \(\{\mathbf{e}_i\}\) for all nodes \(c_i\) in a hierarchical knowledge graph (a DAG).
*   For any given leaf node \(c_i\), its set of ancestors \(A(i)\) is provided. The set \(A(i)\) includes \(c_i\) itself.

**Procedure:**
For a specific leaf node \(c_i\), you must compute its final embedding \(\mathbf{g}_i\).

1.  The final embedding \(\mathbf{g}_i\) is a weighted sum of the basic embeddings of its ancestors:
    \[ \mathbf{g}_i = \sum_{j \in A(i)} \alpha_{ij} \mathbf{e}_j \]

2.  The attention weights \(\alpha_{ij}\) are calculated using a softmax function over raw attention scores. The score for an ancestor \(c_j\) is computed relative to the leaf node \(c_i\):
    \[ \alpha_{ij} = \frac{\exp(f(\mathbf{e}_i, \mathbf{e}_j))}{\sum_{k \in A(i)} \exp(f(\mathbf{e}_i, \mathbf{e}_k))} \]

3.  The raw attention score function \(f(\mathbf{e}_a, \mathbf{e}_b)\) is a two-layer feed-forward neural network that takes the concatenation of two embeddings and outputs a single scalar value. It is defined as:
    \[ f(\mathbf{e}_a, \mathbf{e}_b) = \mathbf{u}_a^\top \tanh(\mathbf{W}_a \cdot \text{concat}(\mathbf{e}_a, \mathbf{e}_b) + \mathbf{b}_a) \]

**Parameter Dimensions:**
*   Basic embedding dimension \(d_g\): \(\mathbf{e}_i \in \mathbb{R}^{400}\).
*   Attention network hidden dimension \(d_a\): 100.
*   Weight matrix for the first layer: \(\mathbf{W}_a \in \mathbb{R}^{100 \times 800}\).
*   Bias vector for the first layer: \(\mathbf{b}_a \in \mathbb{R}^{100}\).
*   Weight vector for the output layer (context vector): \(\mathbf{u}_a \in \mathbb{R}^{100}\).

Your task is to create a function that, given a leaf node's index \(i\), its ancestor set \(A(i)\), the dictionary of all basic embeddings, and the attention network parameters, returns the final Gram embedding \(\mathbf{g}_i\).","When implemented and evaluated on the ACTFAST sequential procedure prediction task, the Gram model using the full hierarchy achieves an overall Accuracy@10 of \(0.5165 \pm 0.0015\). This result is notably lower than its variants using truncated hierarchies (e.g., Gram (lv2) at \(0.5331\)), suggesting that the model is sensitive to the number of hierarchy levels and that its order-unaware attention mechanism may be confused by distant ancestors.",reject,implementation_only|paper_metric_only
